;client;client_id;f_nac;edad;ingr_liquido;comuna;comuna_id;ciudad;ciudad_id;region;gse;gse_id;prof;prof_id;genero;cond_civ;antig_client;auto_marca;auto;auto_marca_id;period_fabr;auto_tasacion;auto_tot_tas;num_auto;p_avaluo_total;dconsumo;lincred;dhipotecario;num_Inst
40096;218946211;1751549;14-12-1978;37;2679584;MAIPU;146;SANTIAGO;44;13;ABC1;1.0;;;2;2;0;KIA MOTORS;1;58.0;2010.0;8610000.0;12573333.0;2.0;21779272.0;38842000.0;30362000.0;62520000.0;2.0
36675;141611086;1132868;31-07-1970;45;1328658;ESTACION CENTRAL;77;SANTIAGO;44;13;C3;3.0;EMPLEADO;3.0;1;3;13;;0;;;;;;38881448.0;33657000.0;4975000.0;4624000.0;1.0
48819;439409836;3515258;29-03-1977;39;859259;QUINTA NORMAL;227;SANTIAGO;44;13;D;4.0;;;2;2;0;;0;;;;;;13097285.0;11170000.0;2860000.0;73189000.0;3.0
45805;295812586;2366480;18-11-1979;36;1177665;TEMUCO;278;TEMUCO;47;9;C3;3.0;;;2;2;0;CHEVROLET;1;18.0;2006.0;2353333.0;2353333.0;1.0;;0.0;4081000.0;36733000.0;0.0
36557;140671086;1125348;05-02-1955;61;1280484;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;JUBILADO;3.0;1;3;0;TOYOTA;1;109.0;2011.0;5426666.0;5426666.0;1.0;44331398.0;775000.0;1275000.0;44094000.0;2.0
18424;37197836;297562;19-12-1981;34;1895743;NUNOA;169;SANTIAGO;44;13;C2;2.0;;;2;1;2;MITSUBISHI;1;77.0;2013.0;8715000.0;8715000.0;1.0;;26619000.0;38892000.0;62231000.0;3.0
34124;120184461;961455;15-06-1979;36;755000;CON CON;53;VALPARAISO;51;5;;;;;1;1;0;SUZUKI;1;105.0;2010.0;6160000.0;6160000.0;1.0;32511714.0;240000.0;2738000.0;46273000.0;1.0
27558;84387461;675079;04-05-1973;43;1379440;IQUIQUE;99;IQUIQUE;21;1;C2;2.0;SECRETARIA;1.0;2;1;4;HYUNDAI;1;44.0;2013.0;6598000.0;23978000.0;6.0;56863555.0;58000.0;9655000.0;44193000.0;1.0
37844;152213586;1217688;21-01-1977;39;1529686;CONCHALI;55;SANTIAGO;44;13;C3;3.0;;;2;1;0;CITROEN;1;20.0;2010.0;4840000.0;4840000.0;1.0;27220027.0;10149000.0;12159000.0;73223000.0;4.0
7440;14648211;117165;20-07-1957;58;1705222;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;PROFESOR;1.0;1;3;10;SAMSUNG;1;95.0;2011.0;4466666.0;7516204.0;4.0;;6528000.0;6882000.0;0.0;4.0
11003;21674961;173379;25-06-1971;44;1788029;MELIPILLA;155;MELIPILLA;27;13;C3;3.0;;;1;2;1;;0;;;;;;;7605000.0;1909000.0;86854000.0;2.0
51484;562002586;4496000;16-12-1980;35;1102630;PUDAHUEL;206;SANTIAGO;44;13;C3;3.0;;;1;1;0;;0;;;;;;;43172000.0;2727000.0;33840000.0;3.0
15910;31333086;250644;24-03-1974;42;734000;IQUIQUE;99;IQUIQUE;21;1;C2;2.0;;;2;1;0;;0;;;;;;;4523000.0;2865000.0;0.0;3.0
26753;83654086;669212;16-03-1975;41;5079630;CONCEPCION;54;CONCEPCION;14;8;C2;2.0;;;1;2;2;HYUNDAI;1;44.0;2010.0;7615000.0;7615000.0;2.0;65604343.0;24253000.0;29263000.0;95504000.0;2.0
34719;125279336;1002214;27-11-1978;37;1253158;RANCAGUA;230;RANCAGUA;39;6;C2;2.0;;;2;2;0;;0;;;;;;31690447.0;496000.0;14679000.0;57911000.0;2.0
10141;19927586;159400;16-06-1973;42;1194207;ESTACION CENTRAL;77;SANTIAGO;44;13;C2;2.0;;;1;2;3;HONDA;1;41.0;2009.0;505000.0;505000.0;1.0;;5253000.0;22546000.0;42215000.0;4.0
39032;202242086;1617916;05-05-1968;48;385664;SAN BERNARDO;246;SAN BERNARDO;41;13;C3;3.0;;;1;2;0;CHEVROLET;1;18.0;2006.0;2353333.0;2353333.0;1.0;36586689.0;3000.0;4797000.0;47912000.0;1.0
14615;28712461;229679;06-07-1964;51;1627282;MAIPU;146;SANTIAGO;44;13;C2;2.0;VENDEDOR;2.0;1;2;0;HYUNDAI;1;44.0;2012.0;5410000.0;17030000.0;2.0;45731842.0;0.0;15187000.0;8794000.0;0.0
21172;73031211;584229;06-11-1974;41;2477704;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;1;2;6;;0;;;;;;128732319.0;38759000.0;24637000.0;130361000.0;2.0
3725;7334461;58655;19-03-1974;42;479352;VALPARAISO;291;VALPARAISO;51;5;;;;;2;2;5;;0;;;;;;19152993.0;1174000.0;4366000.0;22931000.0;1.0
11405;22489586;179896;01-11-1973;42;482198;TEMUCO;278;TEMUCO;47;9;;;;;2;1;7;TOYOTA;1;109.0;2008.0;3760000.0;3760000.0;1.0;;34000.0;876000.0;13098000.0;1.0
44913;267823711;2142569;12-01-1978;38;1313000;ARICA;10;ARICA;3;15;;;;;2;1;0;SUZUKI;1;105.0;2012.0;5871428.0;5871428.0;1.0;27763575.0;7486000.0;16543000.0;116682000.0;2.0
47947;398672836;3189362;21-07-1965;50;787662;SAN JOAQUIN;255;SANTIAGO;44;13;C2;2.0;;;1;3;0;NISSAN;1;81.0;2011.0;4711538.0;4711538.0;1.0;;9980000.0;2616000.0;34462000.0;3.0
17998;36703461;293607;21-01-1976;40;548613;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;MATRONA;1.0;2;1;0;CHEVROLET;1;18.0;2004.0;2004285.0;2004285.0;1.0;32460612.0;4444000.0;6061000.0;69870000.0;2.0
56490;876448961;7011571;10-06-1987;28;1004794;LA GRANJA;107;SANTIAGO;44;13;C3;3.0;;;2;1;0;;0;;;;;;;0.0;1457000.0;38824000.0;0.0
18726;37504461;300015;11-06-1980;35;1809372;SAN FELIPE;251;SAN FELIPE;42;5;;;INGENIERO;1.0;1;1;0;;0;;;;;;47707603.0;6645000.0;16237000.0;62589000.0;2.0
1200;2348961;18771;25-09-1967;48;918898;HUALPEN;92;CONCEPCION;14;8;;;CONSTRUCTOR CIVIL;1.0;2;1;13;;0;;;;;;;0.0;2000000.0;99145000.0;0.0
56188;825865961;6606907;13-06-1985;30;988990;ANTOFAGASTA;8;ANTOFAGASTA;2;2;OTRO;7.0;;;2;1;0;;0;;;;;;;1280000.0;9292000.0;66801000.0;2.0
39335;209681711;1677433;03-09-1971;44;1013738;CORONEL;59;CONCEPCION;14;8;C2;2.0;;;1;3;0;FORD;1;29.0;2005.0;2600000.0;2600000.0;1.0;30119083.0;9096000.0;5204000.0;51972000.0;1.0
42496;246247211;1969957;14-02-1981;35;406038;TOME;286;CONCEPCION;14;8;;;INGENIERO;1.0;1;1;0;;0;;;;;;;32283000.0;20956000.0;26651000.0;2.0
17678;36287961;290283;17-01-1959;57;3007935;PENALOLEN;187;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;1;3;10;SUZUKI;1;105.0;2001.0;2430000.0;2430000.0;1.0;78590580.0;56419000.0;39913000.0;123274000.0;2.0
8858;17572086;140556;27-05-1954;61;1025774;LAS CONDES;119;SANTIAGO;44;13;C2;2.0;MEDICO;1.0;2;2;8;TOYOTA;1;109.0;2002.0;1760000.0;1760000.0;1.0;79608422.0;15437000.0;16294000.0;13039000.0;2.0
5439;10704086;85612;14-08-1977;38;1092877;PUENTE ALTO;207;PUENTE ALTO;33;13;C2;2.0;INGENIERO;1.0;1;1;0;DODGE;1;26.0;2013.0;10300000.0;10300000.0;1.0;;1985000.0;17394000.0;44495000.0;3.0
25851;82667211;661317;20-10-1971;44;1243256;ESTACION CENTRAL;77;SANTIAGO;44;13;C2;2.0;;;1;1;0;TOYOTA;1;109.0;2007.0;3432000.0;3432000.0;1.0;26964398.0;2556000.0;12909000.0;49209000.0;3.0
29033;85817836;686522;17-10-1982;33;1092153;TALCAHUANO;277;CONCEPCION;14;8;C3;3.0;;;1;3;1;;0;;;;;;26779204.0;809000.0;15514000.0;48355000.0;2.0
51085;545015836;4360106;22-01-1979;37;2539175;ANTOFAGASTA;8;ANTOFAGASTA;2;2;;;;;2;1;0;;0;;;;;;;2492000.0;23633000.0;91855000.0;2.0
11794;23257586;186040;18-09-1959;56;2270639;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;2;7;HYUNDAI;1;44.0;2006.0;3597500.0;3597500.0;1.0;51346718.0;1790000.0;13750000.0;31122000.0;2.0
8422;16720336;133742;06-12-1959;56;3108509;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;ABOGADO;1.0;1;3;3;HYUNDAI;1;44.0;2010.0;3886666.0;4361666.0;3.0;;18020000.0;3478000.0;64150000.0;1.0
19953;51661586;413272;05-08-1969;46;604419;QUILPUE;224;VALPARAISO;51;5;C2;2.0;SECRETARIA;1.0;2;3;6;;0;;;;;;11323386.0;1882000.0;872000.0;16041000.0;2.0
53437;650823086;5206564;01-04-1984;32;777569;QUINTA NORMAL;227;SANTIAGO;44;13;C3;3.0;;;1;1;0;KIA MOTORS;1;58.0;2012.0;9773333.0;15033333.0;3.0;;3669000.0;8817000.0;72778000.0;2.0
28391;85135336;681062;07-05-1981;35;540110;HUECHURABA;96;SANTIAGO;44;13;C2;2.0;PROFESOR;1.0;2;2;0;;0;;;;;;;287000.0;1778000.0;37208000.0;1.0
25691;82452211;659597;16-01-1970;46;990217;VINA DEL MAR;298;VALPARAISO;51;5;D;4.0;;;1;2;0;FIAT;1;28.0;1974.0;200000.0;200000.0;1.0;22181503.0;10000.0;4987000.0;30236000.0;1.0
55650;788920336;6311342;14-03-1979;37;678834;PUENTE ALTO;207;PUENTE ALTO;33;13;C3;3.0;;;2;1;0;CHEVROLET;1;18.0;2009.0;2758333.0;2758333.0;1.0;;0.0;2411000.0;40750000.0;0.0
14207;27915336;223302;13-10-1971;44;2873880;SAN BERNARDO;246;SAN BERNARDO;41;13;C2;2.0;;;1;3;8;CHEVROLET;1;18.0;2012.0;4370000.0;4370000.0;1.0;51639186.0;18868000.0;3844000.0;0.0;2.0
808;1589461;12695;25-01-1970;46;1622610;TEMUCO;278;TEMUCO;47;9;C3;3.0;;;1;3;5;KIA MOTORS;1;58.0;2007.0;5330000.0;5330000.0;1.0;34180541.0;916000.0;6988000.0;10441000.0;1.0
21719;76810711;614465;30-01-1968;48;2710315;CONCHALI;55;SANTIAGO;44;13;C3;3.0;;;1;2;1;KIA MOTORS;1;58.0;2008.0;3477000.0;3477000.0;1.0;25044170.0;24335000.0;2890000.0;47542000.0;3.0
12467;24569336;196534;21-09-1968;47;2470904;MAIPU;146;SANTIAGO;44;13;;;;;1;3;10;FORD;1;29.0;2004.0;4790000.0;4790000.0;2.0;44905502.0;45970000.0;6716000.0;34924000.0;2.0
3931;7747336;61958;08-04-1976;40;1167079;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;NUTRICIONISTA;1.0;1;2;0;TOYOTA;1;109.0;2004.0;2469166.0;2469166.0;1.0;27576289.0;6590000.0;5956000.0;28466000.0;1.0
10509;20674461;165375;01-12-1982;33;1620000;RANCAGUA;230;RANCAGUA;39;6;;;;;2;1;8;;0;;;;;;;5685000.0;14480000.0;63220000.0;3.0
32900;110022086;880156;06-09-1968;47;710966;RECOLETA;232;SANTIAGO;44;13;C3;3.0;VENDEDOR;2.0;2;1;2;;0;;;;;;;39463000.0;3891000.0;30227000.0;4.0
20891;70426961;563395;07-06-1971;44;1474964;CALAMA;15;CALAMA;5;2;C3;3.0;EMPLEADO;3.0;1;3;3;PEUGEOT;1;85.0;2008.0;4200000.0;4200000.0;2.0;31721230.0;33748000.0;2801000.0;0.0;3.0
23561;79518836;636130;06-06-1950;65;1565383;LA SERENA;112;COQUIMBO;16;4;C2;2.0;INGENIERO;1.0;1;2;0;CHEVROLET;1;18.0;2012.0;5175000.0;9612142.0;2.0;55647782.0;33491000.0;14769000.0;35367000.0;3.0
20185;57459586;459656;19-08-1971;44;1137555;ANTOFAGASTA;8;ANTOFAGASTA;2;2;D;4.0;;;1;3;0;HYUNDAI;1;44.0;2011.0;4793333.0;6205833.0;2.0;;7476000.0;460000.0;0.0;2.0
17030;35245586;281944;09-01-1978;38;5570674;CURICO;67;CURICO;18;7;C3;3.0;;;2;1;3;NISSAN;1;81.0;2005.0;6580000.0;19768333.0;8.0;20587155.0;3485000.0;22174000.0;160058000.0;2.0
47615;384140461;3073103;06-10-1974;41;666883;LIMACHE;123;QUILLOTA;38;5;;;;;2;1;0;RENAULT;1;91.0;2013.0;8080000.0;9130000.0;4.0;;18786000.0;1763000.0;0.0;2.0
50561;520442461;4163519;22-12-1973;42;4539740;CALAMA;15;CALAMA;5;2;C2;2.0;INGENIERO;1.0;1;1;0;HYUNDAI;1;44.0;2009.0;7420000.0;7420000.0;1.0;146110551.0;27660000.0;10463000.0;272819000.0;4.0
33744;117013836;936090;18-05-1973;43;1085563;SAN MIGUEL;257;SANTIAGO;44;13;C2;2.0;EMPLEADO;3.0;2;1;4;;0;;;;;;48656738.0;8084000.0;4608000.0;94869000.0;4.0
3437;6666336;53310;30-04-1965;51;5259588;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;CONSTRUCTOR CIVIL;1.0;1;2;5;;0;;;;;;;41093000.0;56053000.0;165602000.0;3.0
17005;35148586;281168;17-09-1957;58;1604636;LA FLORIDA;106;SANTIAGO;44;13;;;COMERCIANTE;2.0;1;2;4;;0;;;;;;61444788.0;2018000.0;23165000.0;54503000.0;2.0
17302;35739961;285899;21-03-1967;49;1384991;QUINTA NORMAL;227;SANTIAGO;44;13;C3;3.0;PROFESOR;1.0;2;3;1;;0;;;;;;24749649.0;5585000.0;17207000.0;51871000.0;1.0
53569;658820961;5270547;24-02-1986;30;1449990;RANCAGUA;230;RANCAGUA;39;6;OTRO;7.0;;;1;1;0;;0;;;;;;;3886000.0;31895000.0;54781000.0;2.0
26807;83723711;669769;31-10-1976;39;2206205;PENAFLOR;186;TALAGANTE;45;13;C3;3.0;;;1;3;0;GREAT WALL;1;34.0;2011.0;5176666.0;5176666.0;1.0;19950868.0;4954000.0;7657000.0;23509000.0;2.0
52765;618298586;4946368;08-09-1984;31;1821096;TALCA;276;TALCA;46;7;C3;3.0;;;2;1;0;GREAT WALL;1;34.0;2010.0;2916666.0;2916666.0;1.0;;8993000.0;4457000.0;65803000.0;3.0
29683;86438336;691486;22-04-1984;32;1290109;ANTOFAGASTA;8;ANTOFAGASTA;2;2;C2;2.0;;;1;1;1;;0;;;;;;;2010000.0;7316000.0;90062000.0;2.0
38824;198151461;1585191;11-10-1971;44;2596545;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;;;1;2;0;;0;;;;;;54694064.0;4625000.0;28458000.0;0.0;1.0
48134;407343086;3258724;04-12-1977;38;1056000;MAIPU;146;SANTIAGO;44;13;C3;3.0;;;1;2;0;;0;;;;;;;20846000.0;613000.0;60179000.0;3.0
24724;81287586;650280;20-07-1967;48;1596523;RENCA;234;SANTIAGO;44;13;D;4.0;;;1;2;0;SUZUKI;1;105.0;2004.0;2708750.0;2708750.0;1.0;69985103.0;254000.0;908000.0;58171000.0;1.0
27931;84735586;677864;14-12-1980;35;1254666;PUENTE ALTO;207;PUENTE ALTO;33;13;C2;2.0;;;2;1;1;;0;;;;;;1113917.0;15207000.0;17169000.0;42329000.0;3.0
37179;146047711;1168361;26-01-1980;36;2234328;MAIPU;146;SANTIAGO;44;13;D;4.0;;;1;1;4;PEUGEOT;1;85.0;2010.0;5020000.0;5020000.0;1.0;16598708.0;31410000.0;15887000.0;36315000.0;2.0
34442;122951961;983595;14-01-1977;39;2883066;IQUIQUE;99;IQUIQUE;21;1;ABC1;1.0;PSICOLOGO;1.0;2;1;0;;0;;;;;;32086116.0;4573000.0;7184000.0;116793000.0;1.0
47876;395208086;3161644;26-02-1972;44;1566746;LOS ANDES;135;LOS ANDES;25;5;;;;;1;1;0;;0;;;;;;12273776.0;23760000.0;1152000.0;63382000.0;1.0
3095;5939211;47493;26-11-1971;44;1230614;SAN MIGUEL;257;SANTIAGO;44;13;C2;2.0;;;2;1;1;;0;;;;;;30898189.0;10617000.0;9120000.0;27788000.0;3.0
49147;454704336;3637614;23-12-1977;38;812041;SAN RAMON;264;SANTIAGO;44;13;C3;3.0;;;1;1;0;CHEVROLET;1;18.0;2003.0;1776666.0;1776666.0;1.0;;0.0;5345000.0;0.0;0.0
22721;77432461;619439;03-03-1979;37;2554393;PUENTE ALTO;207;PUENTE ALTO;33;13;C3;3.0;;;1;1;0;AUDI;1;9.0;2003.0;7380000.0;7380000.0;1.0;53286967.0;62000.0;23203000.0;35377000.0;1.0
41529;235592711;1884721;16-12-1981;34;906532;PUENTE ALTO;207;PUENTE ALTO;33;13;C3;3.0;;;2;1;0;HYUNDAI;1;44.0;2007.0;3206000.0;3206000.0;1.0;13139151.0;922000.0;3365000.0;22542000.0;1.0
6859;13518086;108124;14-05-1950;66;712442;PENALOLEN;187;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;1;3;15;SUBARU;1;104.0;1990.0;925000.0;925000.0;1.0;86133225.0;2572000.0;1800000.0;20877000.0;2.0
2903;5592836;44722;11-07-1970;45;1216693;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;1;3;0;;0;;;;;;;195000.0;455000.0;29506000.0;1.0
8930;17685211;141461;10-03-1979;37;971202;LA FLORIDA;106;SANTIAGO;44;13;ABC1;1.0;;;2;1;8;;0;;;;;;;11439000.0;8858000.0;0.0;2.0
14242;27999336;223974;05-09-1973;42;2267018;MACUL;144;SANTIAGO;44;13;C3;3.0;;;1;3;6;;0;;;;;;27119337.0;15288000.0;20940000.0;125239000.0;2.0
25413;82055336;656422;15-07-1966;49;1167705;MULCHEN;159;LOS ANGELES;26;8;;;EMPLEADO;3.0;1;2;1;KIA MOTORS;1;58.0;2003.0;2004000.0;2004000.0;1.0;;12294000.0;855000.0;0.0;2.0
52697;615576836;4924594;08-01-1986;30;1863332;MONTE PATRIA;157;OVALLE;30;4;;;;;1;1;0;KIA MOTORS;1;58.0;2012.0;5950000.0;5950000.0;1.0;;18747000.0;8133000.0;40062000.0;3.0
20950;70769086;566132;04-04-1968;48;3786000;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;;;1;2;8;CHRYSLER;1;19.0;2007.0;4630000.0;6955000.0;3.0;100673183.0;15493000.0;20200000.0;180822000.0;2.0
38128;153488086;1227884;05-09-1975;40;999266;PUENTE ALTO;207;PUENTE ALTO;33;13;;;;;2;2;0;;0;;;;;;8751162.0;19477000.0;3271000.0;0.0;2.0
45848;298179586;2385416;19-11-1981;34;1474344;LA REINA;111;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;MOTORRAD;1;79.0;2008.0;300000.0;1620909.0;2.0;;4023000.0;11590000.0;0.0;3.0
49151;454956336;3639630;14-05-1986;30;1210497;LA LIGUA;109;LA LIGUA;22;5;;;;;2;1;0;;0;;;;;;;4389000.0;5992000.0;48075000.0;2.0
7808;15467711;123721;16-09-1981;34;1052023;RANCAGUA;230;RANCAGUA;39;6;C2;2.0;;;1;2;0;CHEVROLET;1;18.0;2010.0;5460000.0;5460000.0;1.0;15638769.0;1273000.0;7172000.0;50808000.0;1.0
10436;20520461;164143;21-08-1976;39;693595;VALPARAISO;291;VALPARAISO;51;5;ABC1;1.0;ASISTENTE SOCIAL;1.0;1;1;2;PEUGEOT;1;85.0;2011.0;4690000.0;4690000.0;1.0;45932792.0;1204000.0;3123000.0;40392000.0;2.0
39516;212694711;1701537;12-01-1972;44;522585;PUENTE ALTO;207;PUENTE ALTO;33;13;C3;3.0;VENDEDOR;2.0;1;3;0;;0;;;;;;14923290.0;452000.0;13299000.0;29159000.0;1.0
36356;139059586;1112456;06-01-1984;32;1076391;ISLA DE MAIPO;100;TALAGANTE;45;13;C3;3.0;;;1;3;0;;0;;;;;;8584342.0;418000.0;18428000.0;0.0;2.0
28161;84921711;679353;26-01-1980;36;1650216;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;;;2;2;1;HYUNDAI;1;44.0;2012.0;6366666.0;6366666.0;1.0;27689392.0;14908000.0;41159000.0;110033000.0;2.0
49310;462321586;3698552;13-07-1983;32;4374905;CONCEPCION;54;CONCEPCION;14;8;;;;;1;1;0;;0;;;;;;;14628000.0;17521000.0;0.0;4.0
41317;230658211;1845245;01-01-1977;39;1094866;ANTOFAGASTA;8;ANTOFAGASTA;2;2;D;4.0;;;2;1;0;CHEVROLET;1;18.0;2010.0;3915000.0;3915000.0;1.0;;1446000.0;888000.0;51295000.0;3.0
44156;262664836;2101298;25-01-1981;35;1415836;SANTIAGO;271;SANTIAGO;44;13;C3;3.0;;;1;1;0;;0;;;;;;;3875000.0;8454000.0;58241000.0;1.0
4757;9366836;74914;02-05-1972;44;3582950;HUECHURABA;96;SANTIAGO;44;13;ABC1;1.0;;;2;2;5;TOYOTA;1;109.0;2010.0;7580000.0;8050000.0;2.0;84307932.0;15825000.0;10770000.0;117583000.0;1.0
45752;293348961;2346771;09-12-1983;32;2620515;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;1;3;0;NISSAN;1;81.0;2011.0;4972500.0;4972500.0;1.0;38523362.0;1662000.0;32151000.0;83434000.0;1.0
42515;246291336;1970310;22-08-1981;34;821191;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;2;1;0;TOYOTA;1;109.0;2008.0;4020000.0;4020000.0;1.0;;595000.0;11156000.0;54105000.0;1.0
16628;32815336;262502;14-10-1976;39;536061;TALCAHUANO;277;CONCEPCION;14;8;;;EMPLEADO;3.0;1;3;0;;0;;;;;;17340718.0;7003000.0;3909000.0;34801000.0;2.0
6983;13758836;110050;23-11-1965;50;823908;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;2;1;8;SAMSUNG;1;95.0;2011.0;4466666.0;8053332.0;3.0;55552932.0;895000.0;6182000.0;47382000.0;2.0
42007;242058836;1936450;06-11-1969;46;6467150;ANTOFAGASTA;8;ANTOFAGASTA;2;2;ND;6.0;;;1;2;0;;0;;;;;;160548677.0;10313000.0;41066000.0;185376000.0;1.0
54002;682762336;5462078;10-12-1986;29;690000;LIMACHE;123;QUILLOTA;38;5;;;;;1;1;0;TOYOTA;1;109.0;2007.0;4070000.0;4070000.0;1.0;;262000.0;7394000.0;55663000.0;2.0
9017;17834336;142654;30-03-1969;47;1465000;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;2;2;5;FORD;1;29.0;1971.0;820000.0;27150000.0;14.0;61513916.0;14238000.0;13706000.0;39994000.0;2.0
47602;383454461;3067615;17-07-1976;39;1013582;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;;;2;2;0;HYUNDAI;1;44.0;2012.0;10230000.0;10230000.0;1.0;;2674000.0;15209000.0;0.0;2.0
28296;85041961;680315;09-06-1981;34;499451;SAN PEDRO DE LA PAZ;262;CONCEPCION;14;8;;;;;1;1;1;MAZDA;1;72.0;1998.0;1640000.0;1640000.0;1.0;;2332000.0;4007000.0;24526000.0;1.0
6072;11914711;95297;05-02-1972;44;1259388;RECOLETA;232;SANTIAGO;44;13;C3;3.0;;;1;1;0;HYUNDAI;1;44.0;2010.0;6778333.0;6778333.0;1.0;52248779.0;281000.0;17762000.0;38793000.0;1.0
35396;130826836;1046594;24-05-1968;47;1282069;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;1;3;6;;0;;;;;;53611467.0;2590000.0;19630000.0;0.0;1.0
3549;6886836;55074;10-12-1961;54;12397645;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;1;2;9;;0;;;;;;539342568.0;4212000.0;70671000.0;285763000.0;2.0
13188;26018461;208127;18-02-1973;43;1510358;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;;;2;1;4;SUZUKI;1;105.0;1996.0;2060000.0;2060000.0;2.0;30364449.0;9720000.0;3151000.0;47065000.0;3.0
45360;277846836;2222754;27-09-1980;35;438226;QUILICURA;221;SANTIAGO;44;13;C2;2.0;;;2;1;0;CHEVROLET;1;18.0;2007.0;4400000.0;4400000.0;1.0;15211186.0;2364000.0;2727000.0;25492000.0;2.0
44804;267444711;2139537;09-09-1979;36;731730;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;;;1;3;0;HYUNDAI;1;44.0;2008.0;3494000.0;3494000.0;1.0;;1588000.0;1286000.0;66376000.0;1.0
32437;106164461;849295;06-04-1978;38;452365;MAIPU;146;SANTIAGO;44;13;;;;;1;1;0;;0;;;;;;;2978000.0;17100000.0;46685000.0;3.0
55921;807572211;6460557;06-09-1986;29;625000;VALPARAISO;291;VALPARAISO;51;5;C3;3.0;;;2;1;0;;0;;;;;;;3426000.0;2830000.0;0.0;2.0
41431;234677086;1877396;25-11-1969;46;1600777;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;;;1;2;0;SUZUKI;1;105.0;2005.0;4240000.0;7197142.0;3.0;23570391.0;11948000.0;17239000.0;20937000.0;2.0
28600;85330586;682624;23-02-1975;41;2268356;CHILLAN;37;CHILLAN;11;8;C2;2.0;ABOGADO;1.0;2;3;0;CHRYSLER;1;19.0;2007.0;7035000.0;7035000.0;1.0;2359944.0;896000.0;8120000.0;0.0;1.0
22760;77438711;619489;24-10-1980;35;1014220;PUDAHUEL;206;SANTIAGO;44;13;D;4.0;;;1;1;0;FIAT;1;28.0;1998.0;1600000.0;1600000.0;1.0;14370737.0;2532000.0;5705000.0;26679000.0;1.0
19981;51863961;414891;19-12-1974;41;1566692;LA FLORIDA;106;SANTIAGO;44;13;C2;2.0;DENTISTA;1.0;2;1;10;HYUNDAI;1;44.0;2010.0;6778333.0;9005833.0;2.0;;33812000.0;14293000.0;89563000.0;2.0
6868;13532586;108240;27-06-1966;49;1796089;CURICO;67;CURICO;18;7;C2;2.0;;;1;2;5;;0;;;;;;44049897.0;29617000.0;1553000.0;75225000.0;4.0
1239;2430711;19425;05-08-1963;52;1729085;HUECHURABA;96;SANTIAGO;44;13;ABC1;1.0;ABOGADO;1.0;1;3;4;;0;;;;;;61371487.0;903000.0;23161000.0;108865000.0;1.0
44880;267689711;2141497;10-12-1981;34;2539458;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;1;1;0;SUZUKI;1;105.0;2006.0;3050000.0;3050000.0;1.0;83908424.0;3052000.0;12623000.0;160709000.0;2.0
24604;81118461;648927;10-06-1962;53;570761;SANTIAGO;271;SANTIAGO;44;13;C3;3.0;PROFESOR;1.0;2;3;13;HYUNDAI;1;44.0;2010.0;5236666.0;5236666.0;1.0;3493750.0;8185000.0;2648000.0;29549000.0;2.0
21992;77183961;617451;17-08-1975;40;3142957;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;2;0;HONDA;1;41.0;2008.0;6270000.0;6270000.0;2.0;217349771.0;161732000.0;151576000.0;356013000.0;6.0
18913;43220211;345741;26-11-1955;60;1829456;NUNOA;169;SANTIAGO;44;13;C2;2.0;MATRONA;1.0;2;2;13;KIA MOTORS;1;58.0;2012.0;6160000.0;8885714.0;2.0;24151532.0;266000.0;17853000.0;29298000.0;1.0
46193;314467961;2515723;07-03-1982;34;1200000;QUILICURA;221;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;;0;;;;;;27821561.0;3492000.0;1434000.0;49327000.0;3.0
45603;285751711;2285993;12-02-1982;34;962263;SAN FELIPE;251;SAN FELIPE;42;5;;;;;1;1;0;;0;;;;;;7404025.0;18317000.0;6380000.0;0.0;3.0
